Object Hash,"Articulated Object:
does the object have links/joint/slides which should move relative to the base?

E.g. a fridge, chest of drawers, or cabinet","Is Pickable:
is the object small enough to be picked up and carried around in one hand?
Furniture is not pickable (chairs, stools, etc...)","Semantic Category:
CONDENSED

This is an effort to condense the semantic categories by a couple hundred","Semantic Category:
The primary semantic category for the object

All empty fields should be filled and incorrect semantic classes corrected.",,
049516ae0f5a27903a2ad93bfd992979822736c8,No,No,lamp,lamp,,
049ace75a833785e8067da57c66cb7bb302e5611,No,No,seat,sofa_chair,,
049e5873d8721aea3e6b8edc5b6ce941c345e6e1,No,No,picture,picture,,
04a0156632b5fe136cbe6400b23b28cf88d23ccc,No,No,pillow,pillow,,
04aa46b383620e09b40c1bbd68f36cd4d96bf416,No,No,seat,pouffe,,
04ab559761a405195f9b6fa02e7bbd65c01c2039,No,Yes,toilet_brush,toilet_brush,,
04ae6fbcbde995e9e3e5b15690f9c3471bd9db07,No,No,doormat,doormat,,
04b85c45598c9650b3d2d538fe6c737c608a581d,No,No,pillow,pillow,,
04bb40b773ed64d7a4858987e71e6ba9fb04f9b9,No,No,seat,chair,,
04bf1ad9da0aaddcf0d94a3ebba8866c8a4a3e86,No,No,pillow,pillow,,
04c311f4468177fe8beb523d75ab7d1a45ead5b9,No,Yes,toilet_brush,toilet_brush,,
04c4d866301b6f347bd5dc7b4d91e4f33dbd7688,No,No,mirror,mirror,,
04c99a0e259fa98fbbc7171112d0a285c1648718,Yes,No,cabinet,cabinet,,
04cb03c26e0eba03e16ed2dd48192b5817ac66d1,No,No,candle,candle,,
04cbf9eb302a05e9bb10e6a8ca97348355885c71,No,No,shower,shower_cabin,,
04cc32d77b9eadaf21a6289fef5879659452f3ae,No,Yes,book,book,,
04cdebc4bcc1de7fc108e233995b3b7af2e2e6a9,No,No,bush,bush,,
04db2653cd2e68429e20be934b35ee9733138f6f,No,Yes,box,box,,
04dd9bd12f515772e609acb60887416d8834c53d,No,No,doormat,doormat,,
04de480a0fc7f11db643d9ff3cb266f08339179e,No,Yes,jar,jar,,
04e084791ef27a0dc374ba5699b26aad9d77b6fd,No,No,cabinet,cabinet,,
04e3238a93ca143822b01672f443804fb0880219,No,No,lamp,lamp,,
04e86791944c981fd6a14d6efe54e67735590e91,No,No,fence,fence,,
04ed449bae4986d2fcf17340168a9bdfeeac5084,No,No,curtain,curtain,,
04f0786c4011462e4b21379744092398632a8389,No,No,coat_hanger,coat_hanger,,
04f1fccc1f38469aff1a8c83a92eee520cce0228,No,Yes,book,book,,
04f409f17d79445a3afd109c557c6a2702e15cd8,No,Yes,cup,cup,,
04f411297e7255eee22742e15995c9d138c41d62,No,No,box,box,,
04f493a8a0fa48c516b148b9cf7af5ebe99a0e88,No,No,carpet,carpet,,
04f623f31cd44f8243c47dc8b6d6bc7f4b82de16,No,No,seat,office_chair,,
04f865ebc872cf2c58acbf99c0e883a3b150ec7f,No,No,seat,sofa_chair,,
04fe4104474c8006de4f015f7f48a2fb018299de,No,No,picture,picture,,
050514a8a7fea2363cd924b7085dfc4207e6cbfd,No,Yes,tray,tray,,
05084521811cf5a58469c3ccf0240a067ca318bb,No,No,pillow,pillow,,
051239c63082d6b0cda8ef2db8be17d840be44bc,No,No,bed,bed,,
051620a6f2f3dd1b7e9f23e4420480fe34571da3,No,No,shelf,shelf,,
0516be93fa8832ae85f42da29177aaf7f3500dcb,No,No,grill,grill,,
05188d8b779be65c1bf3b46f3a66b3b840f04d37,No,No,table,coffee_table,,
051ace1690a6edd02ae82cade929b07f08414251,No,No,curtain,curtain,,
051e7613c71593d5d91bac3b3d03a36e51dd0c23,No,No,lamp,ceiling_lamp,,
052028f0bb8f43942fb402bab584202e2556157c,No,No,decoration,decoration,,
05206ad5b8ad9956a076ab73038089b964ddb2fd,No,No,seat,sofa_chair,,
05208c7a76df4b4eee502a57f8679e155a3a21b5,No,No,book_rack,book_rack,,
052dbd5b371d5f5924d55b65ebd448e34ee0c6d4,No,Yes,decoration,decoration,,
0536c65f322e57a504aa14f528774cb12f288b67,No,No,carpet,carpet,,
05424dff4ffe89ee53ea1a6c74d6ed24da66433a,No,No,shoe,shoe,,
0546a524f6584d5beeaf8a72b3df494f9ceeec90,Yes,No,cabinet,cabinet,,
054a4edb60cf2145e98274ad3fcbfc212e6e2445,No,No,flowerpot,flowerpot,,
05532d7008875451c59d89a3ea98aa1b8ceb2e3f,No,No,shelf,shelf,,
055b7319d340daf8bb17e2bd492f9b1230da55a0,No,No,toy,toy,,
055db798b8756570cc0eec7f8e7d3632cb6173ab,No,No,flowerpot,flowerpot,,
0561c92e2635eaaa0ad753cabfb427cfde565ec0,No,No,vase,vase,,
0564bb393c0bd2cbb3ef49c14b24828ad6e366f9,No,No,clothes_rack,clothes_rack,,
056be15536045e9a6a94b9b93cff62f72d43c326,Yes,No,cabinet,cabinet,,
056d61cfa3afb860ee1ff417922d787059ccde2c,No,Yes,tissue,tissue,,
0573db8343b79322ae386b50233e1dfbf3d3b493,No,No,lamp,desk_lamp,,
0574fb9784c1685bebcd7dce3300a5bce8523a23,No,No,carpet,carpet,,
058936386adb57586905a14d68fbe70719cff89b,No,No,shelf,shelf,,
058bf5f0e16f29c82efed87c1c1c1885d7538b28,No,No,seat,sofa_chair,,
058da4d29b93d3a449328339faac5917d69bac84,No,Yes,toy,toy,,
058edc30511bd24c1fde5f6760e3a428cebea472,No,No,carpet,carpet,,
0590a21b30e10913a5621e3f36becd2feb1ad7ae,No,No,security_camera,security_camera,,
0591b3be6a752500bf357e54786192f9f8b47a5d,No,No,carpet,carpet,,
05955eaaf0ab689724243e9691d9a0e08609abc7,No,No,picture,picture,,
05980eee8561a3ebaf0753a2f14f5871611e693e,No,No,shelf,shelf,,
0598a08d6d048ed49026adf13247d4586033c864,No,No,seat,pouffe,,
05a1ef56573f9ba54a7d35f35040632e3c76789f,No,No,bin,trash_bin,,
05a565581b12a422065a58c242bd033b00302d6b,No,No,lamp,lamp,,
05a5fbe0a2bd4e8db1c2880021c22c7c01c61d56,No,No,tree,tree,,
05b8bef264bd0ee8760b148e28fe6b9ac4187ae8,No,No,table,table,,
05be6be9816aef09082349fdd55a24aed992f467,Yes,No,cabinet,cabinet,,
05c8cc910f1fb261c4ffe6e7fb7ae7c7d9974cf3,Yes,No,bed,bed,,
05ca2f40f8bd3319435503eb37d72b8bd6d60577,No,No,table,table,,
05ca2f40f8bd3319435503eb37d72b8bd6d60577_part_1,No,No,seat,chair,,
05ca2f40f8bd3319435503eb37d72b8bd6d60577_part_10,No,Yes,plate,plate,,
05ca2f40f8bd3319435503eb37d72b8bd6d60577_part_21,No,Yes,cup,glass,,
05ca2f40f8bd3319435503eb37d72b8bd6d60577_part_27,No,Yes,kitchen_appliance,kitchen_appliance,,
05ca2f40f8bd3319435503eb37d72b8bd6d60577_part_33,No,Yes,kitchen_appliance,kitchen_appliance,,
05ca2f40f8bd3319435503eb37d72b8bd6d60577_part_4,No,No,table,table,,
05ca2f40f8bd3319435503eb37d72b8bd6d60577_part_8,No,No,tablecloth,tablecloth,,
05ca2f40f8bd3319435503eb37d72b8bd6d60577_part_9,No,Yes,plate,plate,,
05d2b8c3e805112b21d05d42054c4a9288c7d130,No,No,vase,flower_vase,,
05d9cbed00904fca3ee98328dffe2a507cf12cc4,No,No,door,door,,
05da2cb72bdcdc9843fdad1b9dc10450a33e4fba,No,Yes,basket,basket,,
05dcd1f3afb9237a90e727cdd9b90fbca04f5d02,No,No,statue,statue,,
05ddc6731f34bdbe1aa5cff98cd8fcd1db254a84,Yes,No,cabinet,cabinet,,
05dfa289f4a5be6a1be7f0882a4d929060242b5d,No,No,sink,sink,,
05e49871b58cc921c0a3be28954cfe30e13d099c,No,No,picture,picture,,
05e5559cf467254327299a68a65b4bb188a4c1ab,No,No,seat,sofa_chair,,
05e68620260bd6328447c56da2bc0912923e1db3,No,No,table,table,,
05e74cdc180382e77852871d4f0041023f18a16a,No,No,seat,chair,,
05e83a98e14569be49a45b851bfc268c74ab138f,No,No,table,side_table,,
05f80a1f59e03f798ba3941f1a6f2712a0e93583,Yes,No,cabinet,cabinet,,
05fbd69f7505be7c142fa1713151f51af7d10436,No,No,dog,dog,,
0606da193577f259839047715abf6fec8dd45e25,No,No,carpet,carpet,,
0608b5fe8ccd906911bfc7b38cc3b5128655fa01,No,Yes,cup,cup,,
060d994a021c1409c43ad58cc08b7977abde0147,No,Yes,gym_equipment,gym_equipment,,
0614900c76c99d7781721d3d9053dcf5115ee3d5,No,Yes,cup,cup,,
06165f60eeffd8d72737da540c172d0dcfc24577,No,No,desk,desk,,
06167b4898a357794dad99671ee7b4a7e8ee4641,No,No,lamp,lamp,,
061bbd1e9acde17526053b8f69791d2e79d332b4,No,No,candle,candle,,
061efc927667529129a76d04993bd6920865eca8,No,No,stool,stool,,
0621d6e661a29f7fcde7f2328fae37874a91c8e3,No,No,flowerpot,flowerpot,,
0625b901fe4510c96ceeec63ca30784cb858b7b0,Yes,No,case,case,,
0626afb3eddc7696d194c35d0b0e0686ce7c7174,No,No,beam,beam,,
0630676adfaa41605c37ad6bd4d18477e4b4d06b,No,No,seat,sofa_chair,,
063168a53d4fa2422c8ddb49959bcbcd7b598402,No,No,carpet,carpet,,
0635cf178f34b7e470e33f6af1d2e3dc62e0ad29,Yes,No,book_rack,book_rack,,
0635cf178f34b7e470e33f6af1d2e3dc62e0ad29_part_1,No,No,book,book,,
0635cf178f34b7e470e33f6af1d2e3dc62e0ad29_part_17,No,Yes,book,book,,
0635cf178f34b7e470e33f6af1d2e3dc62e0ad29_part_3,No,No,book,book,,
0635cf178f34b7e470e33f6af1d2e3dc62e0ad29_part_4,No,No,book,book,,
0635cf178f34b7e470e33f6af1d2e3dc62e0ad29_part_5,No,No,cabinet,cabinet,,
0635cf178f34b7e470e33f6af1d2e3dc62e0ad29_part_6,No,Yes,book,book,,
06371cc27b123a3f15667e82ae1a257fac893eac,No,No,table,table,,
063c77c03c6c1c99d1bc983deb124f4af15fd467,No,No,table,table,,
063c77c03c6c1c99d1bc983deb124f4af15fd467_part_1,No,No,table,table,,
063c77c03c6c1c99d1bc983deb124f4af15fd467_part_3,No,No,table,table,,
063cb879ce734b8ad6367d8a2b0accc69d1b4a7a,Yes,No,bench,bench,,
063e38c2ccedaaa2f0ed59739b30614d2e0d7b29,Yes,No,cabinet,cabinet,,
0640b4f6ac64feb498bbf8e8816ebac7eade3a6d,No,No,flowerbed,flowerbed,,
064742551c631227d596b83577c63f290b77537f,No,No,seat,pouffe,,
064a5d963ba88f70afba5e40d7b172ab8a17799a,No,No,lamp,lamp,,
064aef085e932d1693de96c3194b259f462b0eef,No,No,seat,chair,,
064b3f799af628bf115efb91abd93c4c13196267,No,No,decoration,decoration,,
0654372c81cd735b7bb6711e49f3b549b55cfeb2,No,No,flowerpot,flowerpot,,
065e00289e7117a075b985df455e98361ef29fe1,No,No,toy,toy,,
065ec382b612213e49941b205a074141469eba31,Yes,No,drawer,drawer,,
065f1fa72bcfd3d0aa08fa377b998b29bcf9a5d0,No,Yes,decoration,decoration,,
065f704809e85a8e986e891c39a7cfeb3427fcb6,No,No,table,table,,
0661fe7a6eec6a86f4e62625a60dcadb0ec41bc4,No,No,table,table,,
06621bfca8d6c83eafe2cc42bf1a37031b2d0c22,No,No,decoration,decoration,,
06636eadea6038988c28bb2251ed9b465cdb79ca,No,No,speaker,speaker,,
0665c20a203a9982c8c528b453961a91745d229d,No,No,bed,bed,,
066d889d160db3dd0999a601bfd5df67540f1df5,No,No,doormat,doormat,,
066e34ad65a2401baeaebdd8500bd954e255d02f,No,No,bed,bed,,
0673c8be2931d0d95d101732908129d9b607bea6,Yes,No,cabinet,cabinet,,
067538530a7ee321728360e23b5f56905eaa56ee,No,No,picture,picture,,
06764d11dcec69878cc762c36482be5ef2865443,Yes,No,drawer,drawer,,
0677bfbb64af1d34d83b878761110ce57285b9cf,No,No,mirror,mirror,,
0678d5e4b8b1ceedadaa6ca750edb759910e2053,No,No,pillow,pillow,,
067b1ee46f53f164cf9bbb9aa205ee0f15073d44,No,No,mirror,mirror,,
067d66833b5c9a98e3c2e5ffc26b66736b1476b9,No,No,statue,statue,,
0680b1340ce0d4256102460bccf800480613e07c,No,No,board,board,,
0684c04a6a19f88a666c2a541593ac73185eb128,Yes,No,case,case,,
0685ee4b97574d19f1e5c9ca3e5952c49f0e736c,No,No,carpet,carpet,,
068dc0001bbcb597e85cbb5b3ca820a9231e58e4,No,Yes,book,book,,
06969dc2e72104a841fa8be14f2aed6b96a0ab4c,No,No,arcade_game,arcade_game,,
069ac03793190fdcc5327b02eb4e163b4d952966,No,No,flowerpot,flowerpot,,
06a13c85e5f0a3b4027a93f5952d6f3bd06c2b5f,No,No,picture,picture,,
06a52456a25de6d5c51f365e478765a2210d34b1,No,No,counter,counter,,
06a6accc8e9b3c20d5f2a231fbeb7ebe0dc2a360,No,No,carpet,carpet,,
06a829f5adcb128338196a8d95b288e8f5921610,No,No,candle,candle,,
06ab989edc3a34260ff041fbb5b98eec487d5da7,No,No,seat,chair,,
06b53a592a21295e4049a73d430defb898abdf7c,No,No,table,table,,
06b9db1cb9619092ac774c338fe0b50e7bf05487,No,No,decoration,decoration,,
06c290442dc4c777cc8f21746b733f0f239a6125,No,No,picture,picture,,
06c50d37c4e582c48336dfe7a703586754a43661,Yes,No,cabinet,bathroom_cabinet,,
06e4766bc48a4e2774ca608dedebd040916be00c,No,No,picture,picture,,
06e6405059f6afaca0c75bf6b799ebb116b5f750,No,No,storage,storage,,
06e6d1e06311bd28dec61f89fa67bf8061be8420,No,No,seat,sofa_chair,,
06eb76102dd16261005fd5e4755c71fc3fe83c6d,Yes,No,cabinet,cabinet,,
06efd10ed434f9c096b434a73511ade1913693e9,No,No,window_shade,window_shade,,
06f1369a03c87bef5e481a5d768cce709a490e18,No,No,lamp,lamp,,
06f7cde713ba88b147a0f6dfa2a0ef1b90395f6a,No,No,lamp,ceiling_lamp,,
06f96d142a549b91840a5034e1529f477b97a59c,No,No,picture,picture,,
070f73f7758948f3f1626ed289524cbf782c3890,No,No,painting,painting,,
0717aadbd993e18f2bc72c813b082cbaa01ec4ea,No,No,cloth,cloth,,
071adbd63516406c01906131b0d8da1bb2a5eed9,No,No,shelf,bookshelf,,
071d7e49a3865750863d8086f18b2dd650d2287a,No,Yes,toy,toy,,
071ee7603153c79e75c60b52933fe42d2ce309b4,No,No,picture,picture,,
072c0e8de2a9fac36b7a08d0f7f3608f563abcce,No,No,cabinet,bathroom_cabinet,,
07355d5fdfc49fd3bb4a28ef8a3836f124945497,No,No,seat,sofa_chair,,
07361c0ae9f7de3cb4dbfb1072ecc661e7f18570,No,No,gym_equipment,gym_equipment,,
073e6f6beacee865d53878ed77a018a0603c01c6,No,No,mirror,mirror,,
074b112e6d9be8860fce202dd706de49598db82d,No,No,showerhead,showerhead,,
074f4cf03e1ca49d94bc8e9203429227183ae0f4,No,No,coffee_maker,coffee_maker,,
074f67e54078e7d67afcc490f00e4004bdc73514,No,No,lamp,desk_lamp,,
07534d847b14fac9fd32730ee2581fa4c22f2768,No,No,pillow,pillow,,
07559b782f572517157f075dee04ebe4093a0e54,No,No,arcade_game,arcade_game,,
075bb144f6398bd53e7d0b16e6edd001763162c5,Yes,No,cabinet,cabinet,,
075c48b41236ddbb5f8167b363feddfb7ed9c137,No,No,lamp,lamp,,
0760a3dd43bd9dd9c0ec1ea4e033c6e121d92df5,Yes,No,cabinet,cabinet,,
076a39bd580b76413ea7128c6b124a8ef7231b76,No,Yes,cup,cup,,
07724f2e500c4a4aaa2afc313865ac54654b9e43,No,No,picture,picture,,
0772f45801eba3e296c23a5398ba8343bad16562,No,No,table,table,,
0777d705a2f0646b60e38b61f02766df97ad8146,No,No,mirror,mirror,,
0779a895bf5f96ff8eb58c8fc6598c6ebf1562d2,No,No,bed,bed,,
077b4aad95f9bcb3954d0ce719605f6a08cd253f,No,No,table,table,,
077b4aad95f9bcb3954d0ce719605f6a08cd253f_part_1,#N/A,#N/A,#N/A,#N/A,,
077b4aad95f9bcb3954d0ce719605f6a08cd253f_part_5,#N/A,#N/A,#N/A,#N/A,,
077b4aad95f9bcb3954d0ce719605f6a08cd253f_part_6,No,No,seat,chair,,
077b4aad95f9bcb3954d0ce719605f6a08cd253f_part_7,No,No,table,table,,
077c30c95a586c233d1ae364e48c1d6959e647fa,No,No,lamp,table_lamp,,
077e89a3eaf208c3939c8da59b5b44ed23bd180d,No,No,candle,candle,,
07845ba5df0cc952531eb66c85fa0ec9c65278e9,No,No,flowerpot,flowerpot,,
0797a7cf1a2bca537456ce458b2c76d2f04351b2,No,No,mirror,mirror,,
079f55250663d3949f5d4082192ae7ed7773340f,No,No,seat,chair,,
07ae49ce30843f0dfbe0a2f412a8c393df87caf0,No,No,painting,painting,,
07b4946baa48b230b224946422be140ff626c328,Yes,No,drawer,drawer,,
07b5f9f8af63b743e8a31bb5a8c89004dd3238d5,No,Yes,decoration,decoration,,
07b617a9c00db43461ef2a1c9f46123a2be54b34,No,No,carpet,carpet,,
07b6ff01149584b001980e373c0c47255f33247d,Yes,No,bin,trash_bin,,
07bc2b656ca791517e755ebc30406b00a45724d3,No,No,pillow,pillow,,
07bf07184fe7f30acbf18e6502985a664709113f,No,No,book_rack,book_rack,,
07c595b8cb65ee4f15bff2b08eadd6c3a1d8b6fb,No,No,bench,bench,,
07cb05d578328a0a47b7c0bbd29f913e99fb7744,No,No,seat,sofa_chair,,
07cf8ba03e0a0fb603d947e68239357f0830e658,No,No,lamp,lamp,,
07cfbedfb1635ef908d4f89278b8498d3f081660,No,No,chandelier,chandelier,,
07d35a890686fc699bc3f78141571af772978807,No,No,seat,sofa_chair,,
07e9d04fdac65e956854eb9be68f6047ee71e414,No,No,table,table,,
07ed148d60afdc1f9dd475c10f70920400bb910d,Yes,No,cabinet,cabinet,,
07f6db56b225622fc0d04ce1a39a7498fec41775,No,No,shower_tap,shower_tap,,
07f7d15525d2cfa6089509340c9ff3f9d50fe7d4,No,No,carpet,carpet,,
07fa1fde6f9e375fe9b8f7811749ea67a7295764,No,Yes,exercise_equipment,exercise_equipment,,
08045ba4de0a267910c938a065e0842159d3c0e6,Yes,No,cabinet,cabinet,,
0806be89284e8a4ec7ef7f81100a1d2c99a7d90e,Yes,No,cooker,cooker,,
0806e947f46c794f33aa87bc34a294008e79dede,No,No,table,table,,
0809de73c8ade8f527ad3761a75b373dc3d6b7a4,No,No,decoration,decoration,,
080af6e022a943b0d3e3aeef330776da6136f17b,Yes,No,cabinet,cabinet,,
0814c7d1e336aa6be34aaeebd3b00c043fc15dad,No,Yes,exercise_equipment,exercise_equipment,,
0818cbe9035722d16d6e6c3e1f96a908f13a6cea,No,No,seat,chair,,
08308ea1093bfa3d8c0ba53c8dc49c184f63daed,No,No,coat_hanger,coat_hanger,,
083090369fb48b0329122df572d2676e7c4bd77d,No,No,bed,bed,,
0839789da49edd699988877d5a39268b4deab118,No,No,seat,pouffe,,
083ab21056f055f91f777a51d5e428de9047fc21,No,No,picture,picture,,
083e2912117a29c322c140198151562a94ef716f,No,No,seat,sofa_chair,,
08437cca1420fadbceb39818cc68a000eb0cf37e,No,Yes,bowl,bowl,,
08450df2c9b24a62bf8b6925b3dca0e2de818917,No,No,carpet,carpet,,
084b5d977078538b0e131a6aff1b064397c04de9,No,No,seat,office_chair,,
084c10a6e8faf36d5dd8b20c9eab56664690fb77,No,No,table,table,,
084c10a6e8faf36d5dd8b20c9eab56664690fb77_part_1,No,No,table,table,,
084c10a6e8faf36d5dd8b20c9eab56664690fb77_part_2,No,No,seat,office_chair,,
084c10a6e8faf36d5dd8b20c9eab56664690fb77_part_3,No,Yes,laptop,laptop,,
084cdcf12dfa089a861e2817ea3a70af712e65cf,No,No,projector,projector,,
084ff2a0e018cec0a68d318cc0f37f0b7624c8b8,Yes,No,cabinet,cabinet,,
0860f0b9d8f2066de5fd896323c57e5d5fb78500,No,No,basket,basket,,
0862fe8317881f167a0c9654f6e34cd2daaed1b7,No,No,desk,desk,,
08675a05bc311aa9fe5aa552d2df89dcdbc24bf5,No,No,table,coffee_table,,
086ae0df95ac1b212fabe2f0b8bf5c63968dfb69,No,No,table,coffee_table,,
08705ce22129b92cd98a3757e6cad950c2b15689,No,Yes,perfume,perfume,,
0875307f7666e4fce7e217849c10c29972d142a7,No,No,vase,vase,,
08792fde201e23adf98f7136d5de79e152201068,No,No,vase,flower_vase,,
087ca4ab0efbee318a9265d5bbfeaf0a6c551a8c,No,No,rack,rack,,
08863baa27dc6436f877fdf0dcdb0a5343bf4730,No,No,painting,painting,,
088894c7fc28ed0e91a9c8eb44ca8df68cc217e6,No,No,chandelier,chandelier,,
0888aac51489f369da83f8e3504098bf5c8adcd7,No,No,flowerpot,flowerpot,,
088c257155d527517719972d29f363a438cfb4cd,No,No,seat,chair,,
08901e442a1995c0b952536f6ab4e2b78d12fc27,Yes,No,table,table,,
0890f052e9d1e12ba5b8dc019cb075f0785e3070,No,No,bed,bed,,
08931f704e2f2f9aae4d02134dc2f6894631688c,Yes,No,cabinet,cabinet,,
089c89c9d166731f737c77be2e9f6d7345324da8,No,Yes,pot,pot,,
08a658d2eca1d1dae199eeb03e185e46edf75141,No,No,seat,sofa_chair,,
08a6ea123fbd8d2fc1c57ef7e17ad58100cf0e57,No,No,picture,picture,,
08a766d77ec10221ac7cf1e5bd20ffe089b76231,No,No,swing,swing,,
08abed75d2720f1cf788da009f4c24be910fb73b,Yes,No,bin,trash_bin,,
08b5c43d6160e847b526b0a492bc3980b1cc58d8,No,No,seat,pouffe,,
08c022d1c4603d259da265a9725b24ce8f5fda07,Yes,No,cabinet,cabinet,,
08c46dd1487886c94960036f49c1b5a39c3a3b04,No,No,carpet,carpet,,
08c62bf3d64aa02805d5ae80a64361e16e3e0c24,No,No,pillow,pillow,,
08c6d474cc07b00fe01be5120f2ed108a0968b29,No,Yes,clock,alarm_clock,,
08c7b32154bd2be6ca30acd3f36eef83f14093f6,No,Yes,cup,cup,,
08c7c4c8c580d00b822df4ff2bc9e885c136f99d,No,No,bathtub,bathtub,,
08c8a78fcddebf8538dc87a80e1784fc5982defd,No,No,picture,picture,,
08d15bf8e3959339daca6541c3a7a364a17c17aa,No,No,seat,sofa_chair,,
08d3332bdb327aa2b5ca2b252063795d72345b86,Yes,No,cabinet,cabinet,,
08d386c25702f0613120b54e2b0615b4e4d198f7,No,No,book_rack,book_rack,,
08d386c25702f0613120b54e2b0615b4e4d198f7_part_1,No,No,book,book,,
08d386c25702f0613120b54e2b0615b4e4d198f7_part_17,No,No,rack,rack,,
08d386c25702f0613120b54e2b0615b4e4d198f7_part_3,No,No,book,book,,
08d386c25702f0613120b54e2b0615b4e4d198f7_part_4,No,No,book,book,,
08d386c25702f0613120b54e2b0615b4e4d198f7_part_5,No,Yes,book,book,,
08d386c25702f0613120b54e2b0615b4e4d198f7_part_6,No,Yes,book,book,,
08d3dedb3578f8edb25948a69a2b3e0fa0ec4d10,No,Yes,perfume,perfume,,
08d8d4a26ebd95b6603039cfc2775f38dde80a23,No,No,vase,flower_vase,,
08d9803ff15ab693604aa7be995c449e8ace4090,No,No,rolling_cart,rolling_cart,,
08d9a7da2ab16af9c744a8d3ebf4a6cd3fdcd447,No,No,lamp,lamp,,
08d9ae37bc8bc5e0dc07942d0c3ceaa0ea076f0c,No,No,flowerpot,flowerpot,,
08e5115633f4576cadda8a42251ff82b17cdd116,No,No,table,table,,
08f2c9f500286caf39da0c7fbfa00b25655ce39d,No,No,decoration,decoration,,
08f5333b1ad04d00dc764656bd47c9cdbd67c00b,Yes,No,bed,bed,,
08f59d018f87b3d2222ba3135f92f3f6531c9c8c,No,No,clothes_rack,clothes_rack,,
08fa574e97d6025127d0364a5923b9ecc1fd98b5,No,No,bathtub,bathtub,,
08fc501fafd4ce4f52d8507bf28a925bd530f2dc,No,No,decoration,decoration,,
08fdbbfdde3f0129634448602a16a2e8afa069fd,No,No,lamp,lamp,,
08fe284164bed4e867ce4856d65c10663bcea74d,No,No,decoration,decoration,,
08fe7db083cae9619ffe3791dd8f2e67643a1678,No,No,window_shade,window_shade,,
090636269c0c1185f1b83ca2d086ef4cbec77eb0,No,No,seat,office_chair,,
09105d8b8d553958346905c3ef6a28d1769f8440,No,Yes,lamp,lamp,,
0915788bc145bbb5baa30d86bd6e13bd83a4ba99,Yes,No,cabinet,cabinet,,
0924d64196703536e3528cf55c80498f101697d3,No,No,bathtub,bathtub,,
0924f26c04f22596eb14b8071dd3dcb60f786e69,No,No,flowerpot,flowerpot,,
0928513ee59d54e84c3baef6fe2f6daa7c9339b3,No,No,shelf,shelf,,
092e835bb098736815db26efc98cf8ca90c65dc1,Yes,No,cabinet,cabinet,,
0932e3f2a6ab37e1b1d45933c8015cff589740d2,No,No,picture,picture,,
09383c48f16d218e88396c71afabdebc5a7b5236,No,No,jacuzzi,jacuzzi,,
0939dd554b37ffc7b61d1907df24ee5589bbafe4,No,No,toaster,toaster,,
0940a6975a7f2388c700d66de0d0c04f4028f113,No,No,lamp,ceiling_lamp,,
09495c87c9c7c4ad6ab360f67366274aff274f72,No,No,sink,sink,,
094a90223e00de79554efad92667fd50e3a61d25,No,No,statue,statue,,
094b1d3fc836b15f77f83b52ff01922b3c28b1f3,No,No,dog_bed,dog_bed,,
0950e2145e15b08eb9734376ed8b7b6f3d4b702c,No,No,lamp,lamp,,
095296d62f260a7b39e7fa5df93a386807a14511,No,No,painting,painting,,
095cf56558ca75b0ab0a4037ce7c8f870085aff9,No,No,vase,flower_vase,,
095e768992ee509205a3cda6c521423da8ecff5f,No,Yes,book,book,,
095f7eda4e8c3ada16329ccff0aed0820d3f6342,No,No,picture,picture,,
096fc0424ed5c90e44243b042a4ca0bc0281aea8,No,No,decoration,decoration,,
097155b6ba7ff9445d0c64d18d2b997c48e8a35e,No,No,window_shade,window_shade,,
09719ab399c1726c552a1f134690659b13cda984,No,No,vase,flower_vase,,
0971f66bd1aa541deec9029477ab6ebca773cb5e,No,No,flowerpot,flowerpot,,
09767180ab818e62ceb205ee02ecee112dceeb5b,No,No,lamp,lamp,,
0978b652fcaa6190a0b614c32e3c6abb2cc5da98,No,No,pillow,pillow,,
0979dd8ecbfdd44753a0f20367c784ddf538aa27,No,No,seat,pouffe,,
098172d6d9a91a9b773f40fa4279017932fa6adc,Yes,No,cabinet,kitchen_cabinet,,
0983119b7f596ec3ad2cc42ce3ef83f91c128033,No,No,stool,stool,,
09843c7d1af4d42f2c34c69e80992049361770dd,No,No,flowerpot,flowerpot,,
09846aa6f8fc996b41075d29111226f326f37e29,Yes,No,drawer,drawer,,
098786c84741c4f692a5c745ae27d167215e4af4,No,No,bed,bed,,
098937e4789f7f95404cc4eddf171387a4749df0,No,Yes,toilet_paper,toilet_paper,,
098a8e9aa72ad0663702521445f0673e7760bd9c,Yes,No,cabinet,cabinet,,
098cb07d9311b915c7d28680fd4ce1b44df9b637,No,No,seat,chair,,
098d0ec3679b15e778c0edb9972147d64fa87eb3,No,No,ceiling_fan,ceiling_fan,,
098d61371ade24ab3ccfdbade9b3bd4805644aec,No,No,carpet,carpet,,
0996cbb30808bb45854668bdd2d85ffb60a255d8,No,Yes,appliance,appliance,,
0998951356594bd85552866fc5ec3f31c383279a,No,No,scale,scale,,
099e627f0eb0c0f1ae672c25b7df89204dd85521,Yes,No,dresser,dresser,,
09a04e103739132685f10b4822fabe04dc231bf6,No,No,lamp,desk_lamp,,
09a06a10e1fb974571bbf56cbf80598ca2dea07b,Yes,No,cabinet,cabinet,,
09a0a4a031e33e738214b812f71dd838232df54c,Yes,No,drawer,drawer,,
09a2f93855cf636368442f0b36441d0bfac7b80f,No,Yes,toilet_brush,toilet_brush,,
